Gene Symbol,Gene ID (HGNC),Disease Label,Disease ID (MONDO),MOI,SOP,Classification,Online Report_x,Classification Date,GCEP,Gene/Region,HGNC/ISCA,GRCh37,GRCh38,Haploinsufficiency,Triplosensitivity,Online Report_y,Date,Protein Name
ZNF81,HGNC:13156,X-linked intellectual disability,MONDO:0100284,XL,SOP8,Disputed,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_a3ada757-6500-46a1-a89e-42668bbdb934-2021-01-26T170000.000Z,2021-01-26T17:00:00.000Z,Intellectual Disability and Autism Gene Curation Expert Panel,ZNF81,HGNC:13156,chrX:47696301-47785026,chrX:47836902-47925627,No Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=ZNF81&subject=,2012-10-29T22:13:01Z,Not Found
RECQL,HGNC:9948,hereditary breast carcinoma,MONDO:0016419,AD,SOP9,Disputed,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_777b2a5c-459f-4eee-8a6d-e8bf15b88aca-2023-03-13T170000.000Z,2023-03-13T17:00:00.000Z,Hereditary Cancer Gene Curation Expert Panel,RECQL,HGNC:9948,chr12:21621844-21654569,chr12:21468910-21501635,Gene Associated with Autosomal Recessive Phenotype,,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=RECQL&subject=,2024-09-11T16:24:46Z,Not Found
CASR,HGNC:1514,epilepsy,MONDO:0005027,AD,SOP8,Disputed,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_ddebf083-3434-4401-9b6b-9ec24aceec89-2021-03-03T123827.967Z,2021-03-03T12:38:27.967Z,Epilepsy Gene Curation Expert Panel,CASR,HGNC:1514,chr3:121902515-122010476,chr3:122183668-122291629,No Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=CASR&subject=,2012-03-02T23:26:38Z,Not Found
MUTYH,HGNC:7527,hereditary breast carcinoma,MONDO:0016419,AR,SOP9,Disputed,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_73e67e8c-0d12-44b1-a0d7-9fcc459b6773-2023-12-21T180000.000Z,2023-12-21T18:00:00.000Z,Hereditary Cancer Gene Curation Expert Panel,MUTYH,HGNC:7527,chr1:45794914-45806112,chr1:45329242-45340440,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=MUTYH&subject=,2015-11-11T17:23:11Z,Not Found
MUTYH,HGNC:7527,familial ovarian cancer,MONDO:0016248,AR,SOP9,Disputed,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_2842036e-4a06-4d05-bce0-846f0f3c1678-2023-12-20T180000.000Z,2023-12-20T18:00:00.000Z,Hereditary Cancer Gene Curation Expert Panel,MUTYH,HGNC:7527,chr1:45794914-45806112,chr1:45329242-45340440,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=MUTYH&subject=,2015-11-11T17:23:11Z,Not Found
GJA1,HGNC:4274,nonsyndromic genetic hearing loss,MONDO:0019497,AD,SOP8,Disputed,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_9e428d8c-42a2-430b-babd-8beceb26197e-2022-03-16T160000.000Z,2022-03-16T16:00:00.000Z,Hearing Loss Gene Curation Expert Panel,GJA1,HGNC:4274,chr6:121756792-121770873,chr6:121435646-121449727,No Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=GJA1&subject=,2013-11-20T15:13:43Z,Not Found
PKP2,HGNC:9024,dilated cardiomyopathy,MONDO:0005021,AD,SOP7,Disputed,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_2a8e26ad-c4ce-48d7-acab-1198d3b12ce5-2020-10-09T160000.000Z,2020-10-09T16:00:00.000Z,Dilated Cardiomyopathy Gene Curation Expert Panel,PKP2,HGNC:9024,chr12:32943689-33049711,chr12:32790755-32896777,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=PKP2&subject=,2023-05-10T16:50:26Z,Not Found
SCN5A,HGNC:10593,catecholaminergic polymorphic ventricular tachycardia,MONDO:0017990,AD,SOP7,Disputed,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_caef7504-ac08-43d4-8512-86f344a888a6-2021-01-20T170000.000Z,2021-01-20T17:00:00.000Z,Catecholaminergic Polymorphic Ventricular Tachycardia Gene Curation Expert Panel,SCN5A,HGNC:10593,chr3:38589553-38691178,chr3:38548062-38649687,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=SCN5A&subject=,2021-06-08T16:18:34Z,Not Found
CTNNA3,HGNC:2511,congenital heart disease,MONDO:0005453,UD,SOP10,Disputed,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_d30ce558-9009-45d3-9eb3-9b5c7594d1b8-2023-10-17T160000.000Z,2023-10-17T16:00:00.000Z,Congenital Heart Disease Gene Curation Expert Panel,CTNNA3,HGNC:2511,chr10:67672281-69455953,chr10:65912523-67763594,No Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=CTNNA3&subject=,2018-10-24T16:40:19Z,Not Found
DSP,HGNC:3052,hypertrophic cardiomyopathy,MONDO:0005045,AD,SOP9,Disputed,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_83a9ea83-5dec-4496-a5d8-9b5fdf9373d7-2022-06-22T160000.000Z,2022-06-22T16:00:00.000Z,Hereditary Cardiovascular Disease Gene Curation Expert Panel,DSP,HGNC:3052,chr6:7541904-7586947,chr6:7541671-7586714,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=DSP&subject=,2021-10-12T16:58:46Z,Not Found
CPA6,HGNC:17245,epilepsy,MONDO:0005027,AR,SOP8,Disputed,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_7b3ebd58-dccb-4c73-b5e4-1ec55171f2fe-2021-07-29T135909.720Z,2021-07-29T13:59:09.720Z,Epilepsy Gene Curation Expert Panel,CPA6,HGNC:17245,chr8:68334273-68658595,chr8:67422038-67746360,No Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=CPA6&subject=,2019-09-04T15:09:34Z,Not Found
MUTYH,HGNC:7527,familial ovarian cancer,MONDO:0016248,AD,SOP9,Disputed,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_2c329a2e-94fd-4719-a47b-a71cc9b39eec-2023-12-20T180000.000Z,2023-12-20T18:00:00.000Z,Hereditary Cancer Gene Curation Expert Panel,MUTYH,HGNC:7527,chr1:45794914-45806112,chr1:45329242-45340440,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=MUTYH&subject=,2015-11-11T17:23:11Z,Not Found
MSH6,HGNC:7329,hereditary breast carcinoma,MONDO:0016419,AD,SOP9,Disputed,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_d3c3cce5-7d58-4800-a956-e83c092071de-2023-12-21T180000.000Z,2023-12-21T18:00:00.000Z,Hereditary Cancer Gene Curation Expert Panel,MSH6,HGNC:7329,chr2:48010284-48034092,chr2:47783145-47810101,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=MSH6&subject=,2021-10-13T16:40:38Z,Not Found
SCN5A,HGNC:10593,short QT syndrome,MONDO:0000453,AD,SOP7,Disputed,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_c89660b5-d048-48fb-9d35-6f78f8c2ff01-2020-10-27T160000.000Z,2020-10-27T16:00:00.000Z,Short QT Syndrome Gene Curation Expert Panel,SCN5A,HGNC:10593,chr3:38589553-38691178,chr3:38548062-38649687,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=SCN5A&subject=,2021-06-08T16:18:34Z,Not Found
BMPR1A,HGNC:1076,pulmonary arterial hypertension,MONDO:0015924,UD,SOP9,Disputed,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_e810879d-f635-4851-b20e-86998b000fcc-2022-10-18T160000.000Z,2022-10-18T16:00:00.000Z,Pulmonary Hypertension Gene Curation Expert Panel,BMPR1A,HGNC:1076,chr10:88516376-88687726,chr10:86755763-86932844,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=BMPR1A&subject=,2020-06-24T16:47:13Z,Not Found
SCN5A,HGNC:10593,congenital heart disease,MONDO:0005453,AD,SOP11,Disputed,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_a89509af-a746-4913-a100-e855f4a72998-2024-12-09T170000.000Z,2024-12-09T17:00:00.000Z,Congenital Heart Disease Gene Curation Expert Panel,SCN5A,HGNC:10593,chr3:38589553-38691178,chr3:38548062-38649687,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=SCN5A&subject=,2021-06-08T16:18:34Z,Not Found
PKP2,HGNC:9024,catecholaminergic polymorphic ventricular tachycardia,MONDO:0017990,AD,SOP7,Disputed,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_1231ec3b-3570-48dd-bea4-f7cd7fc54811-2021-01-20T170000.000Z,2021-01-20T17:00:00.000Z,Catecholaminergic Polymorphic Ventricular Tachycardia Gene Curation Expert Panel,PKP2,HGNC:9024,chr12:32943689-33049711,chr12:32790755-32896777,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=PKP2&subject=,2023-05-10T16:50:26Z,Not Found
BARD1,HGNC:952,familial ovarian cancer,MONDO:0016248,AD,SOP10,Disputed,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_02af8326-360e-4f42-a378-fefff7387d97-2024-08-29T170000.000Z,2024-08-29T17:00:00.000Z,Hereditary Cancer Gene Curation Expert Panel,BARD1,HGNC:952,chr2:215590370-215674407,chr2:214725646-214809683,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=BARD1&subject=,2020-05-01T15:36:01Z,Not Found
CNTNAP2,HGNC:13830,complex neurodevelopmental disorder,MONDO:0100038,AD,SOP8,Disputed,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_e91dc4be-821d-4f54-acdd-755a25070eec-2021-03-16T160000.000Z,2021-03-16T16:00:00.000Z,Intellectual Disability and Autism Gene Curation Expert Panel,CNTNAP2,HGNC:13830,chr7:145813893-148118090,chr7:146116801-148420998,Little Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=CNTNAP2&subject=,2019-10-23T16:16:30Z,Not Found
RAB3GAP1,HGNC:17063,Warburg micro syndrome,MONDO:0016649,AR,SOP7,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_a1e4a47e-757a-442f-b82f-2ddfd69d0854-2020-05-26T160000.000Z,2020-05-26T16:00:00.000Z,Brain Malformations Gene Curation Expert Panel,RAB3GAP1,HGNC:17063,chr2:135809862-135928280,chr2:135052292-135176396,Gene Associated with Autosomal Recessive Phenotype,,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=RAB3GAP1&subject=,2016-08-22T17:51:48Z,Not Found
SOX5,HGNC:11201,Lamb-Shaffer syndrome,MONDO:0014778,AD,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_781f21f2-d01a-457c-913e-8687a7c2650d-2022-01-27T170000.000Z,2022-01-27T17:00:00.000Z,Intellectual Disability and Autism Gene Curation Expert Panel,SOX5,HGNC:11201,chr12:23682438-24715425,chr12:23529504-24562650,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=SOX5&subject=,2016-08-19T22:23:43Z,Not Found
RAB3GAP2,HGNC:17168,Warburg micro syndrome,MONDO:0016649,AR,SOP10,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_a322fa3e-2985-4f60-9b4b-87f333cf9431-2023-11-28T200000.000Z,2023-11-28T20:00:00.000Z,Brain Malformations Gene Curation Expert Panel,RAB3GAP2,HGNC:17168,chr1:220321635-220445795,chr1:220148293-220272453,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=RAB3GAP2&subject=,2016-08-22T17:51:49Z,Not Found
PRRT2,HGNC:30500,infantile convulsions and choreoathetosis,MONDO:0011178,AD,SOP7,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_62af25b8-b9a4-421f-b897-4fc222569618-2020-01-21T213814.191Z,2020-01-21T21:38:14.191Z,Epilepsy Gene Curation Expert Panel,PRRT2,HGNC:30500,chr16:29823514-29827202,chr16:29812193-29815881,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=PRRT2&subject=,2021-12-14T19:04:03Z,Not Found
PRSS1,HGNC:9475,hereditary chronic pancreatitis,MONDO:0008185,AD,SOP7,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_d271c52b-b0bb-4e9b-a745-ea03dc716fa0-2020-07-30T205014.833Z,2020-07-30T20:50:14.833Z,Hereditary Cancer Gene Curation Expert Panel,PRSS1,HGNC:9475,chr7:142457323-142460923,chr7:142749472-142753072,No Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=PRSS1&subject=,2012-10-29T22:13:54Z,Not Found
SOX10,HGNC:11190,Waardenburg syndrome type 4C,MONDO:0013202,AD,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_00a5b707-a265-4af0-a7e1-f15734ea42b9-2018-06-19T160000.000Z,2018-06-19T16:00:00.000Z,Hearing Loss Gene Curation Expert Panel,SOX10,HGNC:11190,chr22:38368319-38380562,chr22:37972312-37984555,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=SOX10&subject=,2013-07-18T19:10:33Z,Not Found
RAD21,HGNC:9811,Cornelia de Lange syndrome,MONDO:0016033,AD,SOP7,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_30ad5023-6c68-42ab-b8ea-a601a134eaf6-2020-01-08T170000.000Z,2020-01-08T17:00:00.000Z,Intellectual Disability and Autism Gene Curation Expert Panel,RAD21,HGNC:9811,chr8:117858173-117887015,chr8:116845934-116874776,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=RAD21&subject=,2022-03-08T17:34:37Z,Not Found
PRR12,HGNC:29217,neuroocular syndrome,MONDO:0859193,AD,SOP10,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_d645c7ed-51f7-4695-a47d-ec3172ab3833-2024-01-19T170000.000Z,2024-01-19T17:00:00.000Z,Syndromic Disorders Gene Curation Expert Panel,PRR12,HGNC:29217,chr19:50094439-50129696,chr19:49591182-49626439,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=PRR12&subject=,2023-11-29T17:41:51Z,Not Found
PRPS1,HGNC:9462,PRPS1 deficiency disorder,MONDO:0100061,XL,SOP7,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_9416f6e2-8de3-48b0-9a1c-9bd11a59315c-2020-02-14T170000.000Z,2020-02-14T17:00:00.000Z,Hearing Loss Gene Curation Expert Panel,PRPS1,HGNC:9462,chrX:106871740-106894256,chrX:107628510-107651026,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=PRPS1&subject=,2012-05-17T19:10:54Z,Not Found
PRODH,HGNC:9453,hyperprolinemia type 1,MONDO:0009400,AR,SOP7,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_5f28c677-a9b4-4bb3-9aed-14af97ad9896-2021-04-27T160000.000Z,2021-04-27T16:00:00.000Z,Aminoacidopathy Gene Curation Expert Panel,PRODH,HGNC:9453,chr22:18900294-18924066,chr22:18912781-18936553,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=PRODH&subject=,2022-11-08T17:14:17Z,Not Found
PRKN,HGNC:8607,Parkinson disease,MONDO:0005180,AR,SOP9,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_6b39c4a0-f6bd-4afc-b2a7-f234eab5a667-2023-01-18T190000.000Z,2023-01-18T19:00:00.000Z,Parkinson's Disease Gene Curation Expert Panel,PRKN,HGNC:8607,chr6:161768449-163148798,chr6:161347417-162727766,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=PRKN&subject=,2018-05-15T13:43:46Z,Not Found
PRKAR1A,HGNC:9388,"Carney complex, type 1",MONDO:0008057,AD,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_fc16b2a9-c8dc-4a04-a029-2f6af049404d-2018-12-21T154044.801Z,2018-12-21T15:40:44.801Z,Hereditary Cancer Gene Curation Expert Panel,PRKAR1A,HGNC:9388,chr17:66409764-66547457,chr17:68413623-68551316,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=PRKAR1A&subject=,2024-10-09T16:50:46Z,Not Found
RAB28,HGNC:9768,RAB28-related retinopathy,MONDO:0100448,AR,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_e8e3c7bd-3ee5-404d-98b0-75af6ec257d1-2021-11-04T160000.000Z,2021-11-04T16:00:00.000Z,Retina Gene Curation Expert Panel,RAB28,HGNC:9768,chr4:13369348-13485964,chr4:13367724-13484340,Gene Associated with Autosomal Recessive Phenotype,,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=RAB28&subject=,2016-08-22T17:51:48Z,Not Found
SOX6,HGNC:16421,complex neurodevelopmental disorder,MONDO:0100038,AD,SOP10,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_c9a42d99-af9a-47d6-ab3c-e2d874f823f2-2024-09-17T160000.000Z,2024-09-17T16:00:00.000Z,Intellectual Disability and Autism Gene Curation Expert Panel,SOX6,HGNC:16421,chr11:15987995-16760024,chr11:15966449-16738477,No Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=SOX6&subject=,2012-03-22T18:31:22Z,Not Found
PTCH1,HGNC:9585,nevoid basal cell carcinoma syndrome,MONDO:0007187,AD,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_2a3f55f5-e39b-4571-a41f-e46ddb8e298d-2018-06-04T170000.000Z,2018-06-04T17:00:00.000Z,Hereditary Cancer Gene Curation Expert Panel,PTCH1,HGNC:9585,chr9:98205262-98279253,chr9:95442980-95516971,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=PTCH1&subject=,2020-07-01T16:12:20Z,Not Found
ST3GAL5,HGNC:10872,GM3 synthase deficiency,MONDO:0018274,AR,SOP9,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_e5ea65e3-6a02-4435-9ef5-100564d3497c-2022-04-05T160000.000Z,2022-04-05T16:00:00.000Z,Epilepsy Gene Curation Expert Panel,ST3GAL5,HGNC:10872,chr2:86064243-86116157,chr2:85837120-85889034,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=ST3GAL5&subject=,2014-09-25T19:11:11Z,Not Found
PYCR1,HGNC:9721,autosomal recessive cutis laxa type 2B,MONDO:0013051,AR,SOP7,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_ca242cd8-1f57-4c7b-ba97-5ec0c97b425b-2020-05-21T191607.864Z,2020-05-21T19:16:07.864Z,Aminoacidopathy Gene Curation Expert Panel,PYCR1,HGNC:9721,chr17:79890267-79895176,chr17:81932391-81937300,Gene Associated with Autosomal Recessive Phenotype,,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=PYCR1&subject=,2016-08-22T17:51:46Z,Not Found
SPRED1,HGNC:20249,Legius syndrome,MONDO:0012669,AD,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_3ba44430-8f71-4b94-a6f1-7f66d3a27897-2019-01-24T050000.000Z,2019-01-24T05:00:00.000Z,RASopathy Gene Curation Expert Panel,SPRED1,HGNC:20249,chr15:38545037-38649450,chr15:38252836-38357249,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=SPRED1&subject=,2013-03-14T19:14:48Z,Not Found
SPEN,HGNC:17575,Radio-Tartaglia syndrome,MONDO:0859143,AD,SOP10,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_f4800898-ad53-4fec-8b29-dd0a8225919b-2023-11-01T160000.000Z,2023-11-01T16:00:00.000Z,Syndromic Disorders Gene Curation Expert Panel,SPEN,HGNC:17575,chr1:16174202-16266951,chr1:15847707-15940456,Little Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=SPEN&subject=,2019-03-27T16:27:25Z,Not Found
SPEG,HGNC:16901,"myopathy, centronuclear, 5",MONDO:0014418,AR,SOP7,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_3a8f91f1-da1e-489d-84e1-46aa543b3df9-2020-01-12T213416.305Z,2020-01-12T21:34:16.305Z,Congenital Myopathies Gene Curation Expert Panel,SPEG,HGNC:16901,chr2:220299565-220358351,chr2:219434843-219493629,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=SPEG&subject=,2016-08-22T17:52:31Z,Not Found
SRCAP,HGNC:16974,Floating-Harbor syndrome,MONDO:0007621,AD,SOP9,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_5b414014-3a99-48f2-aac1-20903838af0f-2023-08-01T063000.000Z,2023-08-01T06:30:00.000Z,Intellectual Disability and Autism Gene Curation Expert Panel,SRCAP,HGNC:16974,chr16:30710492-30752730,chr16:30699171-30741409,Little Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=SRCAP&subject=,2018-05-31T11:00:19Z,Not Found
